페이지,공종,종별,종별_상세1,시험종목_1,시험종목_2,시험종목_3,시험방법,시험빈도,비고
22,기타,"알루미늄 및
알루미늄 합금
봉 및 선(KS D
6763)",,연신율,,,,"․제조회사별
․제품규격마다
․1m당 3kg이하 : 1톤
또는 그 끝수마다
․1m당 3kg초과 : 2톤
또는 그 끝수마다",
22,기타,"알루미늄 및
알루미늄 합금
봉 및 선(KS D
6763)",,굽힘시험(밀착굽힘),,,KS B 0804,"․제조회사별
․제품규격마다
․1m당 3kg이하 : 1톤
또는 그 끝수마다
․1m당 3kg초과 : 2톤
또는 그 끝수마다",
22,도로공사,노체,,다짐,,,KS F 2312,·토질변화시마다,"급속함수량측
정기사용불가"
22,도로공사,노체,,함수비,,,"KS F 2306
또는 급속함수량
측정방법","·포설후 다짐전 2,000세제
곱미터마다",
22,도로공사,노체,,현장밀도,,,KS F 2311,"·2000세제곱미터마다(폭이
넓은 광활한 지역의 성토
작업시)
·층별 450미터마다(층다짐
시 : 2차로기준)","급속함수량측
정기 사용가능"
22,도로공사,노체,,평판재하,,,KS F 2310,"·3층 포설후 150미터마다
(층다짐시 : 2차로기준)
·2,000세제곱미터마다(폭이
넓은 광활한 지역의 성토","·재료최대치수
가 37.5미리m
이상인 경우
·현장밀도시험"
23,도로공사,,,,,,,작업시,불가능시
23,도로공사,노상,,다짐,,,KS F 2312,·토질변화시마다,"급속함수량측
정기 사용불가"
23,도로공사,노상,,함수비,,,"KS F 2306
또는 급속함수량
측정방법","·포설 후 다짐 전 1,000세제곱
미터마다",
23,도로공사,노상,,현장밀도,,,KS F 2311,"·1,000세제곱미터마다(폭이
넓은 광활한 지역의 성토
작업시)
·층별 400미터마다","급속함수량측
정기 사용가능"
23,도로공사,노상,,평판재하,,,KS F 2310,"·2층 포설 후 200미터마다
(층다짐시 : 2차로기준)
·1,000세제곱미터마다(폭이
넓은 광활한 지역의 성토
작업시)","·재료 최대치수
가 37.5㎜ 이
상인 경우
·현장밀도시험
불가능시"
23,도로공사,노상,,"프루프롤링
(Proof rolling)",,,"5톤 이상의
복륜하중(타이어
접지압 0.55MPa
(5.6kg/㎠ 이상)통과","·노상완성 후 전구간에 걸쳐
3회 이상",
23,도로공사,"동상방지층 및
보조기층",,"골재의 0.08밀리미터체
통과량",,,KS F 2511,"·골재원마다
·재질변화시마다",
23,도로공사,"동상방지층 및
보조기층",,골재의 밀도 및 흡수율,,,KS F 2503,"·골재원마다
·재질변화시마다",
23,도로공사,"동상방지층 및
보조기층",,마모,,,KS F 2508,"·골재원마다
·재질변화시마다",
23,도로공사,"동상방지층 및
보조기층",,노상토지지력비(CBR),,,KS F 2320,"·골재원마다
·재질변화시마다",
23,도로공사,"동상방지층 및
보조기층",,다짐,,,KS F 2312,"·골재원마다
·재질변화시마다","급속함수량시
험기 사용불가"
23,도로공사,"동상방지층 및
보조기층",,체가름,,,KS F 2502,"·골재원마다
·1,000세제곱미터마다",
23,도로공사,"동상방지층 및
보조기층",,두께,,,KS F 2367,·1일 1회 이상,
23,도로공사,"동상방지층 및
보조기층",,함수비,,,"KS F 2306
또는 급속함수량
측정방법","·골재원마다
·포설 후 다짐 전 500세제곱
미터마다",
23,도로공사,"동상방지층 및
보조기층",,현장밀도,,,KS F 2311,"·500세제곱미터마다(폭이
넓은 광활한 지역의 성토
작업시)
·층별 200미터마다 : 2차로
기준","급속함수량측
정기 사용가능"
23,도로공사,"동상방지층 및
보조기층",,평판재하,,,KS F 2310,"·선택층 및 보조기층 완성 후
100미터마다 : 2차로기준
·500세제곱미터마다(폭이
넓은 광활한 지역의 성토
작업시)","현장밀도시험
불가능시"
23,도로공사,"동상방지층 및
보조기층",,모래당량시험,,,KS F 2340,"·골재원마다
·재질변화시마다",
23,도로공사,"동상방지층 및
보조기층",,"프루프롤링
(Proof rolling)",,,"5톤 이상의
복륜하중(타이어
접지압 0.55MPa
(5.6kg/㎠ 이상)통과","·완성 후 전구간에 걸쳐 3회
이상",
23,도로공사,시멘트안정처리,,체가름,,,KS F 2502,"·골재원마다
·재질변화시마다",급속함수량측
24,도로공사,기층,,"밀도 및
흡수율",굵은골재,,KS F 2503,,정기 사용불가
24,도로공사,기층,,,잔골재,,KS F 2504,,
24,도로공사,기층,,안정성,,,KS F 2507,,
24,도로공사,기층,,마모,,,KS F 2508,,
24,도로공사,기층,,연석량,,,KS F 2516,,
24,도로공사,기층,,점토덩어리 함유량,,,KS F 2512,,
24,도로공사,기층,,0.08밀리미터체 통과량,,,KS F 2511,,
24,도로공사,기층,,모래당량,,,KS F 2340,,
24,도로공사,기층,,배합설계,,,시방규정,·재료가 다른 배합마다,
24,도로공사,기층,,다짐,,,KS F 2312,·재질변화시마다,
24,도로공사,기층,,시멘트 함유량,,,KS F 2327,·재질변화시마다,
24,도로공사,기층,,압축강도,,,KS F 2328,·1일 1회 이상,
24,도로공사,기층,,함수비,,,KS F 2306,"·골재원마다
·재질변화시마다
·500세제곱미터마다(폭이 넓은
광활한 지역의 성토작업시)","500세제곱미터마
다 하는 경우에
는 급속함수량측
정기 사용가능"
24,도로공사,기층,,현장밀도,,,KS F 2311,"·층별 200미터마다 : 2차로
기준
·500세제곱미터마다(폭이 넓은
광활한 지역의 성토작업시)","급속함수량측
정기 사용가능"
24,도로공사,입도조정기층,,밀도,,,KS F 2308,"·골재원마다
·재질변화시마다",흙
24,도로공사,입도조정기층,,밀도 및 흡수율,,,KS F 2503,"·골재원마다
·재질변화시마다",굵은 골재
24,도로공사,입도조정기층,,안정성,,,KS F 2507,"·골재원마다
·재질변화시마다","급속함수량측
정기 사용불가"
24,도로공사,입도조정기층,,마모,,,KS F 2508,"·골재원마다
·재질변화시마다",
24,도로공사,입도조정기층,,노상토지지력비(CBR),,,KS F 2320,"·골재원마다
·재질변화시마다",
24,도로공사,입도조정기층,,다짐,,,KS F 2312,"·골재원마다
·재질변화시마다",
24,도로공사,입도조정기층,,모래당량,,,KS F 2340,"·골재원마다
·재질변화시마다",
24,도로공사,입도조정기층,,체가름,,,KS F 2502,"·골재원마다
·재질변화시마다
·1,000세제곱미터마다",
24,도로공사,입도조정기층,,0.08밀리미터체통과량,,,KS F 2511,"·골재원마다
·재질변화시마다
·1,000세제곱미터마다",
24,도로공사,입도조정기층,,함수비,,,"KS F 2306
또는 급속함수량
측정방법","·골재원마다
·재질변화시마다
·포설 후 다짐 전 500세제곱
미터마다",
24,도로공사,입도조정기층,,현장밀도,,,KS F 2311,"·500세제곱미터마다(폭이
넓은 광활한 지역의 성토
작업시)
·층별 200미터마다 : 2차로
기준","급속함수량측
정기 사용가능"
24,도로공사,입도조정기층,,평판재하,,,KS F 2310,"·500세제곱미터마다(폭이
넓은 광활한 지역의 성토
작업시)
·층별 200미터마다 : 2차로
기준","현장밀도시험
불가능시"
24,도로공사,입도조정기층,,"프루프롤링
(Proof rolling)",,,"5톤 이상의
복륜하중(타이어
접지압 0.55MPa
(5.6kg/㎠ 이상)통과","·기층완성 후 전구간에 걸쳐
3회 이상",
25,도로공사,"아스팔트
혼합물용 골재
(KS F 2357)",,"부순굵은
골재",입도,,KS F 2502,"·골재원마다
·재질이 변할 때마다
·공사개시전 1회",
25,도로공사,"아스팔트
혼합물용 골재
(KS F 2357)",,,절건 밀도,,KS F 2503,"·골재원마다
·재질이 변할 때마다
·공사개시전 1회",
25,도로공사,"아스팔트
혼합물용 골재
(KS F 2357)",,,흡수율,,,"·골재원마다
·재질이 변할 때마다
·공사개시전 1회",
25,도로공사,"아스팔트
혼합물용 골재
(KS F 2357)",,,안정성,,KS F 2507,"·골재원마다
·재질이 변할 때마다
·공사개시전 1회",
25,도로공사,"아스팔트
혼합물용 골재
(KS F 2357)",,,편장석률,,KS F 2575,"·골재원마다
·재질이 변할 때마다
·공사개시전 1회",
25,도로공사,"아스팔트
혼합물용 골재
(KS F 2357)",,,마모율,,KS F 2507,"·골재원마다
·재질이 변할 때마다
·공사개시전 1회",
25,도로공사,"아스팔트
혼합물용 골재
(KS F 2357)",,,파쇄면 비율,,KS F 2357,"·골재원마다
·재질이 변할 때마다
·공사개시전 1회",
25,도로공사,"아스팔트
혼합물용 골재
(KS F 2357)",,잔골재,입도,,KS F 2502,"·골재원마다
·재질이 변할 때마다
·공사개시전 1회",
25,도로공사,"아스팔트
혼합물용 골재
(KS F 2357)",,,절건 밀도,,KS F 2504,"·골재원마다
·재질이 변할 때마다
·공사개시전 1회",
25,도로공사,"아스팔트
혼합물용 골재
(KS F 2357)",,,모래당량,,KS F 2340,"·골재원마다
·재질이 변할 때마다
·공사개시전 1회",
25,도로공사,"아스팔트
혼합물용 골재
(KS F 2357)",,,잔골재 공극률,,KS F 2384,"·골재원마다
·재질이 변할 때마다
·공사개시전 1회",
25,도로공사,"아스팔트
콘크리트용
순환골재
(KS F 2572)",,구재 아스팔트 함량,,,KS F 2354,"·제조회사마다
·500톤마다",
25,도로공사,"아스팔트
콘크리트용
순환골재
(KS F 2572)",,씻기시험에서 손실되는 양,,,KS F 2511,"·제조회사마다
·500톤마다",
25,도로공사,"아스팔트
콘크리트용
순환골재
(KS F 2572)",,구재 아스팔트 침입도,,,"KS F 2381
KS M 2252","·제조회사마다
·500톤마다",
25,도로공사,플랜트,,"계량기의 눈금점검, 자동
계량장치 점검",,,"영점검사와
눈금의 정상
작동여부","·작업개시전 1회
·필요시마다",
25,도로공사,플랜트,,아스팔트의 온도,,,KS F 2356,·1시간에 1회 이상,가열시
25,도로공사,플랜트,,골재의 온도,,,,·1시간에 1회 이상,가열후
25,도로공사,플랜트,,골재의 체가름,,,KS F 2502,·1일 1회 이상,가열 전·후
25,도로공사,"아스팔트
포장용 채움재
(KS F 3501)",,수분 함량,,,KS F 3501,"·제조회사마다
·반입시마다",
25,도로공사,"아스팔트
포장용 채움재
(KS F 3501)",,입도,,,,"·제조회사마다
·반입시마다",
25,도로공사,"아스팔트
포장용 채움재
(KS F 3501)",,소성지수,,,KS F 2303,"·제조회사마다
·반입시마다",
25,도로공사,"아스팔트
포장용 채움재
(KS F 3501)",,흐름시험,,,KS F 3501,"·제조회사마다
·반입시마다",
25,도로공사,"아스팔트
포장용 채움재
(KS F 3501)",,침수팽창,,,KS F 3501,"·제조회사마다
·반입시마다",
25,도로공사,"아스팔트
포장용 채움재
(KS F 3501)",,박리 저항성,,,KS F 3501,"·제조회사마다
·반입시마다",
25,도로공사,"도로포장용
아스팔트
(KS M 2201)",,침입도,,,KS M 2252,"·2,000톤마다
·장기저장으로 재질의 변화가
있다고 판단되는 때
·제조회사별",
25,도로공사,"도로포장용
아스팔트
(KS M 2201)",,연화점,,,KS M 2250,"·2,000톤마다
·장기저장으로 재질의 변화가
있다고 판단되는 때
·제조회사별",
25,도로공사,"도로포장용
아스팔트
(KS M 2201)",,신도,,,KS M 2254,"·2,000톤마다
·장기저장으로 재질의 변화가
있다고 판단되는 때
·제조회사별",
25,도로공사,"도로포장용
아스팔트
(KS M 2201)",,톨루엔가용분,,,KS M 2201,"·2,000톤마다
·장기저장으로 재질의 변화가
있다고 판단되는 때
·제조회사별",
25,도로공사,"도로포장용
아스팔트
(KS M 2201)",,인화점,,,KS M 2010,"·2,000톤마다
·장기저장으로 재질의 변화가
있다고 판단되는 때
·제조회사별",
25,도로공사,"도로포장용
아스팔트
(KS M 2201)",,박막가열,질량 변화율,,KS M 2258,"·2,000톤마다
·장기저장으로 재질의 변화가
있다고 판단되는 때
·제조회사별",
25,도로공사,"도로포장용
아스팔트
(KS M 2201)",,,침입도 잔류율,,,"·2,000톤마다
·장기저장으로 재질의 변화가
있다고 판단되는 때
·제조회사별",
25,도로공사,"도로포장용
아스팔트
(KS M 2201)",,증발,질량 변화율,,,"·2,000톤마다
·장기저장으로 재질의 변화가
있다고 판단되는 때
·제조회사별",
25,도로공사,"도로포장용
아스팔트
(KS M 2201)",,,후의 침입도비,,,"·2,000톤마다
·장기저장으로 재질의 변화가
있다고 판단되는 때
·제조회사별",
25,도로공사,"도로포장용
아스팔트
(KS M 2201)",,밀도,,,,"·2,000톤마다
·장기저장으로 재질의 변화가
있다고 판단되는 때
·제조회사별",
25,도로공사,"컷백
아스팔트
(KS M 2202)",,인화점,,,KS M ISO 2592,"·제조회사별
·제품규격마다
·반입시마다",
25,도로공사,"컷백
아스팔트
(KS M 2202)",,점도,,,KS M 2013,"·제조회사별
·제품규격마다
·반입시마다",
25,도로공사,"컷백
아스팔트
(KS M 2202)",,"증류 시험, 증류 찌끼",,,KS M 2257,"·제조회사별
·제품규격마다
·반입시마다",
25,도로공사,"컷백
아스팔트
(KS M 2202)",,"증류찌끼
시험",침입도,,KS M 2257,"·제조회사별
·제품규격마다
·반입시마다",
25,도로공사,"컷백
아스팔트
(KS M 2202)",,,신도,,KS M 2254,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,,,,톨루엔가용분,,KS M 2201,,
26,도로공사,"블론 아스팔트
(KS M 2204)",,침입도,,,KS M 2252,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"블론 아스팔트
(KS M 2204)",,연화점,,,KS M 2250,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"블론 아스팔트
(KS M 2204)",,신도,,,KS M 2254,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"블론 아스팔트
(KS M 2204)",,증발질량 변화율,,,KS M 2255,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"블론 아스팔트
(KS M 2204)",,침입도지수,,,KS M 2252,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"블론 아스팔트
(KS M 2204)",,톨루엔 가용분,,,KS M 2204,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"블론 아스팔트
(KS M 2204)",,인화점,,,KS M 2010,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"유화
아스팔트
(KS M 2203)",,앵글러도(점도),,,KS M 2203,"·제조회사별
·제품규격마다
·반입시마다","종류, 용도별
구분적용"
26,도로공사,"유화
아스팔트
(KS M 2203)",,체잔류분 질량,,,,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"유화
아스팔트
(KS M 2203)",,부착도,,,,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"유화
아스팔트
(KS M 2203)",,골재 피막도,,,,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"유화
아스팔트
(KS M 2203)",,조립도 골재혼합성,,,,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"유화
아스팔트
(KS M 2203)",,밀입도 골재 혼합성,,,,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"유화
아스팔트
(KS M 2203)",,흙덩어리 골재 혼합성 질량,,,,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"유화
아스팔트
(KS M 2203)",,시멘트 혼합성 질량,,,,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"유화
아스팔트
(KS M 2203)",,입자의 전하,,,,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"유화
아스팔트
(KS M 2203)",,증발잔류분 질량,,,,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"유화
아스팔트
(KS M 2203)",,"증발
잔류물",침입도,,,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"유화
아스팔트
(KS M 2203)",,,신도,,,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"유화
아스팔트
(KS M 2203)",,,"톨루엔 가용분
질량",,,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"유화
아스팔트
(KS M 2203)",,저장안정도,,,,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,"유화
아스팔트
(KS M 2203)",,동결안정도,,,,"·제조회사별
·제품규격마다
·반입시마다",
26,도로공사,플랜트혼합물,,혼합물 온도,,,온도계에 의함,·운반차량마다,
26,도로공사,플랜트혼합물,,역청함유량,,,KS F 2354,·1일 1회 이상,
26,도로공사,플랜트혼합물,,체가름,,,KS F 2502,·1일 1회 이상,
26,도로공사,플랜트혼합물,,마샬안정도,,,KS F 2337,·1일 1회 이상,
26,도로공사,플랜트혼합물,,피막박리,,,KS F 2355,·필요시마다,
26,도로공사,혼합물의 포설,,밀도,,,KS F 2353,"·1일 1회 이상
·포설 1층당 30아르마다",
26,도로공사,혼합물의 포설,,두께,,,KS F 2367,"·1일 1회 이상
·포설 1층당 30아르마다",
26,도로공사,혼합물의 포설,,평탄성,종방향,,KS F 2373,·차로마다 전구간,7.6m 측정기
26,도로공사,혼합물의 포설,,,,,3.0m 측정기,·차로마다 전구간,"7.6m 측정기사용
불가능시"
26,도로공사,혼합물의 포설,,,횡방향,,직선자,·200미터마다,"측정기사용
불가능시"
26,도로공사,콘크리트포장,,평탄성,종방향,·차로마다 전구간,KS F 2373,,"7.6m 측정기
또는 IRI"
26,도로공사,콘크리트포장,,,,·차로마다 전구간,3.0m 측정기,,"7.6m 측정기 사
용 불가능시"
26,도로공사,콘크리트포장,,,횡방향,·200미터마다,직선자,,"측정기사용불
가능시"
26,도로공사,미끄럼방지,,흡수율,,·골재원마다,KS F 2503,,
27,도로공사,포장용 골재,,입도,,,KS F 2502,,
27,도로공사,포장용 골재,,마모율,,,KS F 2508,,
27,도로공사,포장용 골재,,유해물 함유량,,,KS F 2515,,
27,도로공사,포장용 골재,,"점토,점토괴,연한석편",,,,,
27,도로공사,"미끄럼방지
포장(수지)",,"프
라
이
머",밀도(23℃),,KS M ISO 2811-1,,
27,도로공사,"미끄럼방지
포장(수지)",,,점도(25℃),,KS M ISO 2555,,
27,도로공사,"미끄럼방지
포장(수지)",,,VOC 함량,,,,
27,도로공사,"미끄럼방지
포장(수지)",,,가사시간(25℃),,AASHTO T237,,
27,도로공사,"미끄럼방지
포장(수지)",,"레
진",밀도(23℃),,KS M ISO 2811-1,,
27,도로공사,"미끄럼방지
포장(수지)",,,"건조시간(경화,25℃)",,KS M 5000,,
27,도로공사,"미끄럼방지
포장(수지)",,,인장강도,,KS M ISO 527-1,,
27,도로공사,"미끄럼방지
포장(수지)",,,신율,,,,
27,도로공사,"미끄럼방지
포장(수지)",,,촉진내후성(300시간),,KS M 5000,,
27,도로공사,"미끄럼방지
포장(수지)",,"슬
러
리",흡수율,,KS F 2476,,
27,도로공사,"미끄럼방지
포장(수지)",,,마모율(50만회),,"EN 1436, EN 13197",,
27,도로공사,"미끄럼방지
포장(수지)",,,미끄럼저항,,ASTM E303,,
27,도로공사,"미끄럼방지
포장(수지)",,,"건조시간(고화,25℃)",,KS M 5000,,
27,도로공사,"미끄럼방지
포장(수지)",,,압축강도(24시간),,ASTM C109,,
27,도로공사,"미끄럼방지
포장(수지)",,,접착강도(20℃),,KS F 2476,,
27,도로공사,"콘크리트
포장용
신축이음
채움재
(줄눈판)
(KS F 2538)",,"치수, 단위무게",,,KS F 2471,,
27,도로공사,"콘크리트
포장용
신축이음
채움재
(줄눈판)
(KS F 2538)",,압축력,,,,,
27,도로공사,"콘크리트
포장용
신축이음
채움재
(줄눈판)
(KS F 2538)",,돌출,,,,,
27,도로공사,"콘크리트
포장용
신축이음
채움재
(줄눈판)
(KS F 2538)",,돌출의 회복,,,,,
27,도로공사,"콘크리트
포장용
신축이음
채움재
(줄눈판)
(KS F 2538)",,흡수율,,,,,
27,도로공사,"콘크리트
포장용
신축이음
채움재
(줄눈판)
(KS F 2538)",,아스팔트 함유량,,,,,
27,도로공사,"콘크리트
포장용
신축이음
채움재
(줄눈판)
(KS F 2538)",,노화시험,,,,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,"아
스
팔
트
계",,콘침입도,ASTM D 6690,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,흐름성,,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,접착성,,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,원상회복률,,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,노화시험후회복률,,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,아스팔트 호환성,,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,"실
리
콘
계",,유동성,ASTM D 2202,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,성형율,ASTM C 1183,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,불 점착성,ASTM C 679,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,접착성,ASTM D 5893,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,경도,ASTM C 661,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,흐름성,ASTM D 5893,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,최대신장율,ASTM D 412(C),,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,인장력,,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,촉진내후성,ASTM C 793,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,복원력,ASTM D 5893,,
27,도로공사,"콘크리트
포장용
주입줄눈재",,,,줄눈움직임허용치,ASTM C 7 19-93,,
28,도로공사,"포장용
콘크리트 평판
(KS F 4001)",,"모르타
르층
평판",모양 및 치수,"·제조회사별
·종류 및 호칭을 달
리할 때 1,000개
또는 그 단수마다",KS F 4001,,
28,도로공사,"포장용
콘크리트 평판
(KS F 4001)",,,휨강도 하중,,,,
28,도로공사,"포장용
콘크리트 평판
(KS F 4001)",,,휨강도,,,,
28,도로공사,"포장용
콘크리트 평판
(KS F 4001)",,,흡수율,,,,
28,도로공사,"포장용
콘크리트 평판
(KS F 4001)",,,투수계수,,,,
28,도로공사,"포장용
콘크리트 평판
(KS F 4001)",,,표면층 두께,,,,
28,도로공사,"포장용
콘크리트 평판
(KS F 4001)",,"인조석
층평판",모양 및 치수,,,,
28,도로공사,"투수성
아스팔트
혼합물
(KS F 2385)",,안정도,,"·제조회사별
·1일 1회 이상",KS F 2385,,
28,도로공사,"투수성
아스팔트
혼합물
(KS F 2385)",,흐름값,,,,,
28,도로공사,"투수성
아스팔트
혼합물
(KS F 2385)",,공극률,,,,,
28,도로공사,"투수성
아스팔트
혼합물
(KS F 2385)",,투수계수,,,,,
28,도로공사,"보·차도용
콘크리트
인터로킹
블록
(KS F 4419)",,"보통
블록",겉모양 및 치수,"·제조회사별
·10,000개 미만 :10개
·10,000개 이상
100,000개 미만:20개
·100,000개 초과
:50,000개마다 10개",KS F 4419,,
28,도로공사,"보·차도용
콘크리트
인터로킹
블록
(KS F 4419)",,,휨강도,"·제조회사별
·10,000개 미만 :5개
·10,000개 이상
100,000개 미만:10개
·100,000개 초과
:50,000개마다 5개",KS F 4419,,
28,도로공사,"보·차도용
콘크리트
인터로킹
블록
(KS F 4419)",,,흡수율,,,,
28,도로공사,"보·차도용
콘크리트
인터로킹
블록
(KS F 4419)",,,표면층 두께,,,,
28,도로공사,"보·차도용
콘크리트
인터로킹
블록
(KS F 4419)",,"투수성
블록",겉모양 및 치수,·보통블록과 동일,KS F 4419,,
28,도로공사,"보·차도용
콘크리트
인터로킹
블록
(KS F 4419)",,,휨강도,"·제조회사별
·10,000개 미만 :20개
·10,000개 이상
100,000개 미만:40개
·100,000개 초과
:50,000개마다 20개",KS F 4419,,
28,도로공사,"보·차도용
콘크리트
인터로킹
블록
(KS F 4419)",,,투수계수,,,,
28,도로공사,"보차도
포장용 판석
(KS F 2530-1)",,"겉모양, 모양 및 치수",,"·제조회사별
·10,000개 미만 :5개
·10,000개 이상
100,000개 미만 :10개
·100,000개 초과
:50,000개마다 5개씩
추가",KS F 2530-1,,
28,도로공사,"보차도
포장용 판석
(KS F 2530-1)",,휨강도,,,,,
28,도로공사,"보차도
포장용 판석
(KS F 2530-1)",,흡수율,,,,,
28,도로공사,"콘크리트
경계블록
(보·차도용)
(KS F 4006)",,"겉모양, 모양 및 치수",,"·제조회사별
·호칭 및 길이를 달리
할 때 1,000매 또는
그 단수마다",KS F 4006,,
28,도로공사,"콘크리트
경계블록
(보·차도용)
(KS F 4006)",,휨강도,,,,,
28,도로공사,"콘크리트
경계블록
(보·차도용)
(KS F 4006)",,흡수율,,,,,
29,도로공사,,,표면층 두께,,,,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,"1종
(상온형),
2종
(수용성),
3종
(가열형)",,용기내에서의 상태,KS M 5000-2011,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,불점착 건조성,KS M 6080,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,열안정성,,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,도막의 겉모양,,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,"45도,0도 확산반사율",,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,은폐율,,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,"블리딩성,내마모성",,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,촉진 내후성,,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,"내수성,내알칼리성",,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,냉동안정성,,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,비휘발분,KS M ISO 3251,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,안료분,KS M 5000-2111,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,내세척성,KS M 5000-3351,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,색상,KS M 5000-3011,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,"납, 카드뮴",KS M 6080,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,"4종
(융착식)",,"밀도, 연화점",KS M 6080,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,불점착 건조성,,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,황색도,KS M 5000-3211,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,"45도,0도 확산반사율",KS M 5000-3121,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,"내마모성,압축강도",KS M 6080,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,내알칼리성,,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,촉진내후성,KS M 6080,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,"납, 카드뮴",,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,비휘발전색제분,,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,열안정성,KS M 6080,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,유리알 함유량,,,
29,도로공사,"도로표지용
도료
(KS M 6080)",,,,"유리알 겉모양, 모양",,,
29,도로공사,"도로표지
도료용 유리알
(KS L 2521)",,"밀도, 입도",,,KS F 4419,,
29,도로공사,"도로표지
도료용 유리알
(KS L 2521)",,겉모양,,,,,
29,도로공사,"도로표지
도료용 유리알
(KS L 2521)",,"굴절률, 내구성",,,,,
29,도로공사,"교량지지용
탄성받침
(KS F 4420)",,"재
료",인장강도,,KS M 6518,,
29,도로공사,"교량지지용
탄성받침
(KS F 4420)",,,파단신장률,,,,
29,도로공사,"교량지지용
탄성받침
(KS F 4420)",,,인열저항,,"KS M ISO 34-1,2",,
29,도로공사,"교량지지용
탄성받침
(KS F 4420)",,,영구압축줄음,,KS M 6518,,
29,도로공사,"교량지지용
탄성받침
(KS F 4420)",,,촉진노화,,,,
29,도로공사,"교량지지용
탄성받침
(KS F 4420)",,,오존저항,,,,
29,도로공사,"교량지지용
탄성받침
(KS F 4420)",,"완
제
품","전단
응력",,KS F 4420,,
29,도로공사,"교량지지용
탄성받침
(KS F 4420)",,,"전단
부착",,,,
29,도로공사,"교량지지용
탄성받침
(KS F 4420)",,,압축강도,,,,
30,도로공사,,,,,반복압축재하,,,
30,도로공사,,,,,"정적
회전",,,
30,도로공사,,,,,오존저항,,,
